,대상자번호,업종코드,대상자명,대상자코드
2521289,6000298793,46311,(주)명우종합상사,100
2521362,6000327555,33999,(주)한올글로텍,100
2521380,6000327768,45211,주식회사 애드포유,100
2521847,6000292751,24211,(주)두천금속,100
2522132,6000268037,26299,(주)큐리드테크놀러지,100
2522135,6000267725,26120,(주) 위텔레콤,100
2522155,6000262290,26299,(주)파이온,100
2522191,6000243359,46321,주식회사 수방,100
2522459,6000325999,46105,(주)영진엠앤알,100
2523404,6000260410,20499,성일주식회사,100
2523520,6000269502,14191,(주)아시안웨이,100
2523690,6000308402,26299,에스씨테크닉스주식회사,100
2524030,6000133367,46799,선주리싸이클링,100
2524227,6000291218,26511,(주)베세토코리아,100
2524628,6000319343,46539,용성기업(주),100
2524803,6000275094,13221,(주)세조인터내셔날,100
2524851,6000185617,46105,오대영농조합법인,100
2525099,3100000073,46800,(주)엘지상사,100
2525552,3100001212,22111,(주)삼익,100
2525553,3100004918,26120,재영솔루텍(주),100
2525675,6000384141,26211,(주)파버나인코리아,100
2526420,6000157309,27112,비손메디칼(주),100
2526759,6000150976,46733,에스앤에이치엔터프라이즈,100
2526761,6000115674,30310,(주)오리엔트,100
2526766,6000111766,24221,이구산업(주),100
2526829,3100115568,30310,(주)청우금속,100
2527210,3100103920,26211,한울정보기술(주),100
2527222,3100117141,46739,비즈니어코퍼레이션(주),100
2528165,6000368937,26519,(주)이코스텍,100
2528384,3100024857,42311,세종기업(주),100
2528526,3100003658,46311,(주)NH무역,100
2528529,3100021541,29199,(주)에이텍한독,100
2529323,3100004556,26299,일진머티리얼즈(주),100
2529325,3100003392,25933,이화다이아몬드공업(주),100
2529331,3100021809,45219,(주)모터세븐,100
2529332,3100010659,20302,(주)화승인더스트리,100
2529334,3100008452,26292,한성엘컴텍(주),100
2529337,3100106614,26329,(주)켐스,100
2529451,6000383835,46204,청풍무역상사,100
2529545,6000239513,46611,(주)레아이엔지,100
2529720,6000257062,25932,대영코너비드(주),100
2529766,6000257068,45120,두리무역,100
2530363,3100021565,28422,동부라이텍(주),100
2530365,3100026623,46462,(주)하나물산,100
2530367,3100108736,27211,(주)씨에이치테크,100
2530802,3100109395,46313,제주어류양식수협,100
2530948,3100114938,13213,(주)사해티이엑스시오,100
2531072,3100117801,13221,용원섬유,100
2531176,6000387956,46432,주식회사포스코엘이디,100
2531284,3100116554,13221,명가필텍스,100
2531299,6000389987,29199,진우하이텍,100
2531387,3100011199,32029,주식회사 탈렌토,100
2531390,3100100583,46532,델파이코리아,100
2531825,3100117624,46739,(주)동주실업,100
2531832,6000159992,46791,(주)한승산업,100
2532042,3100003134,25934,신한다이아몬드공업(주),100
2532046,3100001128,26299,삼성전기(주),100
2532047,3100001304,26322,(주)코텍,100
2532178,3100004102,45219,(주)한나코퍼레이션,100
2532584,6000387093,23999,대영씨엔이,100
2532622,3100005617,29169,(주)수성,100
2533331,6000158735,46799,보고무역,100
2533380,6000068361,20421,(주)에이피씨,100
2533562,3100109158,20302,창정산업,100
2533647,3100001387,46742,갑을합섬(주),100
2533650,3100020305,46332,델로스에프앤비(주),100
2533719,6000153820,46105,농업회사법인삼왕농업(주),100
2534127,6000150976,33910,에스앤에이치엔터프라이즈,100
2534604,6000155569,10220,(주)홍해초에프앤씨,100
2534605,6000162038,10713,대하한과,100
2534755,3100004404,24221,(주)풍국,100
2534757,3100000148,46800,롯데상사(주),100
2535165,3100013816,26120,서울반도체（주）,100
2535167,3100009870,25933,앨트웰텍(주),100
2535237,6000162243,45120,(주)오케이월드,100
2535787,6000317285,47416,선무역,100
2535798,6000314309,29241,(주)동남중공업,100
2536101,6000246417,30399,(주)비케이월드텍,100
2536186,3100102810,46329,엘앤에스서비스,100
2536226,3100101043,26421,엠씨전자(주),100
2536300,3100112872,30399,(주)아리엘코퍼레이션,100
2536389,3100001359,27112,삼성메디슨주식회사,100
2536390,3100005721,24122,(주)청우제강,100
2536392,3100002646,26299,엘지이노텍(주),100
2536393,3100000014,46800,(주)지에스글로벌,100
2536396,3100005656,26410,삼성테크윈(주),100
2536682,6000160188,26299,(주)에스앤시,100
2536806,6000381265,24191,(주)에이스열처리,100
2537030,6000382030,23122,주식회사 이월드,100
2537060,3100113530,25991,(주)서진공업,100
2537359,6000391083,26329,(주)겟엠,100
2537458,3100115526,29119,(주)동양산기,100
2537464,6000143361,46105,더신라모비나,100
2537611,6000266642,20501,우진섬유,100
2537742,6000010145,17121,주식회사 전주페이퍼,100
2537745,6000017600,58111,두산동아 (주),100
2537809,3100103137,27199,(주)포텍,100
2537821,3100117884,13221,진형섬유,100
2537824,3100115833,26410,(주)동성산업,100
2537914,3100111899,29175,(주)후레쉬워터,100
2537918,3100114652,46313,(주)부산씨푸드,100
2538003,3100001466,26292,성문전자(주),100
2538004,3100001364,20501,코오롱인더스트리(주),100
2538007,3100024468,26421,(주)하이트론씨스템즈,100
2538016,3100025978,46800,(주)파라다이스산업,100
2538799,6000323616,46711,(주)커라텍,100
2539296,6000254050,22111,(주)동광엔지니어링,100
2539455,3100001351,10620,대상(주),100
2539456,3100004336,46539,(주)제다,100
2539494,3100106796,46733,(주)크린컨테크,100
2539508,3100101983,46800,(주)에버뷰,100
2539933,6000384145,46204,농업회사법인(주)케이플라워,100
2539965,3100112056,29229,명진기계(주),100
2539976,3100118385,27111,파워텔레콤(주),100
2540584,6000393535,42201,주식회사 국민에너지,100
2540853,6000155561,26421,(주)다보스미디어,100
2540902,3100106003,20423,무림켐텍(주),100
2540943,6000143428,26421,(주)케이씨이,100
2540950,6000144663,13221,신양무역,100
2540991,3100105311,13310,스카이씨에이치오(주),100
2541904,6000393554,29299,주식회사 대기이앤지,100
2542550,3100105433,26211,이비디앤씨(주),100
2542704,6000276077,26421,(주)휴앤미디어,100
2542765,6000379210,24121,디에이치스틸(주),100
2542932,6000244599,27112,(주)보템,100
2542989,3100117773,31114,(주)에스와이티앤씨,100
2543187,6000168431,13221,(주)한텍스,100
2543779,6000243743,46800,(주)그린메디칼서플라이,100
2543881,6000245674,26120,(주)링크라인아이엔씨,100
2544067,6000190787,58211,(주)니트로젠,100
2544193,6000377765,46204,농업회사법인 아름주식회사,100
2544282,3100002170,26295,(주)엑사이엔씨,100
2544589,6000277602,29294,도성정밀,100
2544831,6000394144,29241,(주)림스코,100
2544869,6000033629,14300,"인수시주의요망, 검찰수사중인 업체 (주)온누리에스엠",100
2544874,3100118084,10712,태정식품(주),100
2545021,3100118435,26120,(주)디엔지쏠라,100
2545044,3100107110,30122,타타대우상용차 주식회사,100
2545105,3100105778,14192,(주)정인지엔티,100
2545569,6000244394,46411,성유무역,100
2545898,6000289360,46742,(주)유로맥스,100
2545939,3100000411,41221,극동건설(주),100
2546051,6000288464,46800,(주)티유,100
2546609,3100115401,46411,(주)팡세코퍼레이션,100
2546914,6000393314,13402,(주)하니텍스,100
2548077,3100006452,46105,(주)형제인터내셔널,100
2549001,6000151762,46800,주식회사 신아랜드,100
2549018,6000158301,46510,세우산업,100
2549079,6000165243,29180,주식회사 아성이엔지,100
2549261,6000394727,29299,(주)씨지엠코리아,100
2549482,3100009543,13221,(주)우인웨이브,100
2549488,3100113631,29171,진성냉기산업(주),100
2550088,6000377879,13229,FASHIONI.DCORP(패션아이디),100
2550125,3100008439,20302,한국엔지니어링플라스틱(주),100
2550127,3100002808,22212,삼영화학공업(주),100
2550857,6000395249,31114,(주)새론스틸,100
2550943,3100117168,13221,(주)삼현텍스피아,100
2551562,3100004483,33110,희성금속(주),100
2551564,3100001897,29242,대모엔지니어링(주),100
2551567,3100023614,26322,(주)토비스,100
2553010,3100106257,22291,(주)테이팩스,100
2553110,6000246417,30310,(주)비케이월드텍,100
2553136,6000376056,10749,지에스피 주식회사,100
2553246,6000173290,29119,(주)신우디텍,100
2553689,6000173624,13221,주식회사 루이인터내셔날,100
2553775,6000178768,46105,(주)세향텍스,100
2553776,6000203488,30310,디온리오토모티브(주),100
2553896,6000326882,46322,(주)남경글로벌넷,100
2553938,3100117353,46105,(주)제이엠켐,100
2554089,3100111215,45219,카파츠 컴퍼니(주),100
2554298,3100117390,46800,(주)남선지티엘,100
2554352,6000375137,24199,스틸임펙스(주),100
2554419,3100008439,20111,한국엔지니어링플라스틱(주),100
2554425,3100102097,46329,(주)알엔지,100
2554453,3100104951,46593,(주)명성인더스트리,100
2554456,3100104272,29194,(주)대금지오웰,100
2555680,3100003392,25931,이화다이아몬드공업(주),100
2555910,3100114761,29241,(주)옥텍,100
2555914,3100112382,29132,(주)지엔엠텍,100
2555916,3100104673,26211,(주)엘엠에스,100
2555943,6000145562,25111,(주)엘지하우시스,100
2556308,3100106083,28519,(주)미르테크,100
2556374,6000112215,27112,(주)케이와이메디케어,100
2556550,6000394738,10212,미성 영어조합법인,100
2556665,6000280586,29292,(주)에스케이지플라스텍,100
2557159,3100000295,20111,(주)엘지화학,100
2557260,3100007142,29199,신성정밀공업(주),100
2557336,3100025985,45219,코리아오토(주),100
2557337,3100026668,20499,(주)나노신소재,100
2557670,6000142103,24199,가원산업(주),100
2557671,6000138261,62021,주식회사 나와소프트,100
2558567,3100010325,13229,(주)동양 한일합섬 본부지점,100
2558649,3100107404,14199,(주)동양일러스트산업,100
2558724,3100000678,29269,(주)썬스타,100
2558726,3100001609,20132,(주)경인양행,100
2558744,3100110902,25923,(주)이넥트론,100
2559129,6000165774,46415,비제이코리아,100
2559138,6000167954,47822,하나코리아옵틱,100
2559501,3100004649,46105,(주)리오인더스트리,100
2559637,3100116688,26120,글로컴비즈코리아주식회사,100
2560065,3100115327,46311,(주)이지쿡,100
2560104,3100116125,46721,(주)림스비엔티,100
2560105,3100117938,10220,주식회사 진풍식품,100
2560281,3100118346,28302,엘에스전선(주),100
2560282,3100115174,13221,(주)구일산업,100
2560522,3100115843,47214,홍원물산,100
2560526,3100115362,22250,(주)매직세이브코리아,100
2561140,6000157307,45120,씨앤엠스틸(주),100
2561758,3100117390,46311,(주)남선지티엘,100
2561803,3100116644,32029,주식회사 이노퍼니,100
2562040,6000152665,46313,은빛수산,100
2562265,6000244774,46800,(주)맥스라이더,100
2562661,6000230167,17909,아세아피앤지 주식회사,100
2563141,6000234787,26299,(주)원창테크,100
2563220,6000136239,28111,대우발전파워(주),100
2563312,6000232049,26310,(주)큐컴,100
2563449,6000362264,29271,(주)맥케이,100
2563573,6000257034,46739,디에이치켐(주),100
2563965,6000394234,25122,(주)mjt,100
2564177,6000149497,26221,(주)상아텍,100
2564414,6000182778,38301,(주)구로재생무역,100
2564457,6000375813,20499,에스디코리아 주식회사,100
2564478,6000396807,10619,(주)오행생식,100
2564746,6000010153,29119,케이테크놀로지 주식회사,100
2565087,6000273047,1121,덕산비앤에프주식회사,100
2565189,6000360134,46105,코씨스푸드(주),100
2565476,3100115526,29223,(주)동양산기,100
2565518,3100109466,29294,(주)양정,100
2565532,6000152771,14199,주식회사 월드비엔비파이스트,100
2566357,6000242823,13994,(주)스타일뱅코,100
2566464,6000292122,26321,(주)나노솔루션,100
2566515,3100116857,26310,(주)오젠택,100
2566788,3100111851,46800,한성무역,100
2566950,6000130752,46800,신흥텍스타일,100
2567039,3100118228,10712,농업회사법인 (주)모아,100
2567059,6000217527,24211,(주)윤건메탈,100
2567513,6000242823,13221,(주)스타일뱅코,100
2568413,3100111215,45219,(주)카파츠 컴퍼니,100
2568422,3100116852,30310,스카이,100
2568537,6000150429,45120,대선엔터프라이즈,100
2568585,6000191433,46733,에이치엔플라텍,100
2568606,6000257271,26410,윈아이코리아,100
2568686,3100118228,10301,농업회사법인 (주)모아,100
2568926,6000372334,46539,GOLDEN TRADING GROUP,100
2569287,6000365639,26529,(주)드웰,100
2569607,6000160408,29241,(주)지티씨코퍼레이션,100
2570178,6000302243,29199,(주)대양,100
2570935,3100001994,17110,한솔제지(주),100
2571428,6000298115,46319,(주)마하로,100
2571782,6000182756,46417,엘피코포레이션(주),100
2571921,6000266383,26529,신기음향(주),100
2572035,3100021262,26291,(주)한국뮤즈,100
2572044,3100107165,24199,(주)글로메탈,100
2572111,6000182778,38302,(주)구로재생무역,100
2573017,6000389952,30399,(주)케이비중공업,100
2573615,3100105041,28422,에이펙스인텍(주),100
2574098,3100101511,45219,베토(주),100
2574413,6000286186,14199,(주)재경,100
2574735,3100012141,26429,에어텍정보통신(주),100
2574746,6000384141,26299,(주)파버나인코리아,100
2574748,6000384145,46204,케이플라워,100
2575525,3100115129,42312,(주)덕양전설,100
2575568,6000374824,46800,주식회사 솔라메이트,100
2575594,6000375813,20303,에스디 코리아,100
2576025,3100004112,46311,알프케이에스 무역,100
2576034,3100114924,46311,보라무역,100
2576284,3100113826,29294,에치엘팜텍 주식회사,100
2577125,3100003479,26299,남성사(최상천),100
2577127,3100001384,26511,(주)대우일렉트로닉스,100
2577451,3100014080,46420,(주)이지스포츠,100
2577469,3100113867,22240,(주)재창산업,100
2577470,3100112520,27111,(주)코메드메디칼,100
2577519,6000221679,46799,주식회사 티티통상,100
2577670,3100007045,33999,(주)단해,100
2578091,3100116146,45219,(주)풍성상사,100
2578092,3100115241,13221,(주)제이케이텍스,100
2578670,3100105146,26329,(주)파캔오피씨,100
2578761,6000376564,45211,미래무역,100
2579126,6000244326,13229,(주)지에이치아이,100
2579188,3100106564,26429,"알,에프에이치아이씨(주)",100
2579263,6000304703,61291,(주)라포와트커뮤니케이션즈,100
2579384,6000195976,26429,(주)딘스,100
2579578,3100002956,28410,행성전자,100
2579634,6000201454,26299,(주)유니즌테크,100
2580034,3100004649,46411,(주)리오인더스트리,100
2580201,6000133836,13221,델타큐텍스(주),100
2580215,6000172017,26429,디지털시스(주),100
2580428,3100001931,58190,(주)서울그리팅스,100
2580430,3100000404,46105,코오롱글로벌(주) 상사부문,100
2580431,3100005827,29241,(주)에버다임,100
2580527,6000070680,45219,(유)브이피에이치아이,100
2580532,6000153843,46329,(주)상원,100
2581094,3100106674,22212,(주)근도테크놀러지,100
2581112,6000119297,28909,(주)대신하이시스,100
2581142,6000206559,46800,(주)대명비앤에프,100
2581565,3100110995,26299,(주)슈프리마,100
2581672,3100000311,26120,엘지전자(주),100
2581818,3100110955,22232,(주) 대우테크,100
2581894,3100002500,20501,(주)정신,100
2581955,3100114922,46733,주식회사피엔제이케미칼,100
2581956,3100114730,29229,내일엔지니어링주식회사,100
2582536,3100114949,46742,정진상사,100
2582927,6000243582,13229,효성섬유,100
2583221,3100108009,45219,(주)엠제이티앤아이,100
2583296,6000375996,10712,(주)제이제이푸드,100
2583335,6000368248,25941,PKC,100
2583452,3100111031,46800,주식회사 큐케이씨,100
2583741,6000319192,46324,남양유업 신부평가정대리점,100
2584082,3100118436,46799,대보섬유,100
2584178,6000201454,26120,(주)유니즌테크,100
2584189,6000198489,26429,모아컴코리아주식회사,100
2584456,6000314044,22212,영농코리아,100
2584945,3100116086,25991,(주)비에스금속,100
2584991,3100117970,14199,(주)비쥬얼리소스,100
2584994,6000150765,28909,(주)와이지텍,100
2584996,6000142283,29299,(주)웰텍이엔지,100
2585098,6000266718,31114,(주)동진해상교역,100
2585187,6000319192,46799,남양유업 신부평가정대리점,100
2585458,3100109303,32099,미나미세원,100
2585459,3100106500,30399,유정기연(주),100
2585461,3100112943,1159,영농조합법인중부버섯배양소,100
2585506,6000300777,33999,(주) 경동원,100
2586135,6000244092,26310,주식회사 휴브릭스,100
2586313,3100003893,46800,(주)대림코퍼레이션,100
2586314,3100006224,10219,우진산업(주),100
2586315,3100000404,41229,코오롱글로벌(주),100
2586327,3100012422,24219,(주)서원,100
2586406,6000233227,26410,(주)자누스코리아,100
2586484,6000178780,20499,(주)경산유화,100
2586535,6000158797,26410,(주)엠디플렉스,100
2586983,3100117600,46105,PRIME MED INTERNATIONAL,100
2586984,3100118108,22211,(주)월스타,100
2587556,6000246389,45120,스타무역,100
2587681,3100003024,46800,(주)경남무역,100
2587739,6000158727,20302,(주)유엔아이,100
2587931,6000312859,45219,(주)드림스컴트루,100
2588015,6000249389,26310,에스알세미콘(주),100
2588028,6000150320,20301,(주)삼일이노콤,100
2589311,3100109164,46800,(주)보스트 홀딩스,100
2589765,3100110143,20491,(주)두리코씨앤티,100
2589894,3100115749,46731,칸폴리머,100
2590770,3100104831,46699,아이케이(주),100
2590778,3100115884,20111,(주)코스켐,100
2590779,3100115124,29271,(주)넥스컴글로벌,100
2590865,6000141905,13229,(주)제이제이텍스타일,100
2591316,3100003252,46739,(주)케이씨엔에이,100
2591324,3100013257,46105,제이케이상사,100
2591354,6000123691,13229,(주)제이더블유이노필,100
2591397,6000263725,13221,주식회사 씨앤티엑스,100
2591401,6000189579,46532,에이치씨이에스(주),100
2592250,6000134266,46411,소산무역,100
2592324,3100020194,30391,삼웅에이에프티(주),100
2592331,3100106913,46733,미래글로발리미티드(주),100
2592603,3100117244,33402,(주)지피에이치,100
2592805,3100103527,23221,조선내화(주) ,100
2592853,6000203001,28302,(주)대영배선,100
2593733,6000152503,13221,(주)디자인도모,100
2594003,3100007635,46800,(주)한미,100
2594408,6000197024,26321,(주)인디랩,100
2594750,6000260410,20129,성일주식회사,100
2594974,6000181896,46800,고려통상,100
2595471,3100021598,22221,(주)대진,100
2595541,3100103496,45219,원일전장,100
2596274,6000325999,46721,(주)영진엠앤알,100
2596280,6000286671,26299,(주)네파,100
2596386,6000257659,26299,주식회사서보,100
2596508,6000019102,46311,주식회사 팜피아,100
2596972,3100109132,33401,퍼피코리아,100
2597127,6000246898,13229,(주)투월드트레이딩,100
2597626,3100114125,46109,(주)다린STC,100
2597802,3100108527,46800,업카이트(주),100
2597825,3100111290,46733,(주)해영무역,100
2598097,3100116783,46800,스텔라무역,100
2598102,3100116531,46321,해천수산(주),100
2598120,3100116572,46800,케이피씨엘(주),100
2598128,3100118318,24211,천진금속,100
2598135,3100118100,29119,(주)한테크,100
2598139,3100118200,24211,(주)리코금속,100
2598193,3100118258,26299,케이에스피(주),100
2598212,3100116886,13221,주식회사아이디비알통상,100
2598215,3100116890,46800,성원화학,100
2598219,3100116895,46105,조이무역,100
2598223,3100117507,46800,(주)지세미,100
2598285,3100116500,13229,(주)브라이언스 아일랜드,100
2598596,3100027419,46209,(주)지엔에프아이엔씨,100
2599085,3100111604,14199,(주)미주텍스,100
2599486,3100117785,46799,성림트래딩(주),100
2599495,3100118145,26299,기민전자(주),100
2599507,3100118197,10799,(주)도도수산,100
2599521,3100115332,26120,(주)퀸시디지털,100
2599609,3100117170,24211,진한금속주식회사,100
2600005,3100100867,13999,(주)송정텍스타일,100
2600045,3100009905,29133,(주)피치밸브,100
2600677,3100111456,46451,(주)트라존,100
2600764,3100102213,46539,글로벌에이엠에스(주),100
2600918,3100116587,29271,(주)멕스코리아아이엔씨,100
2600923,3100118326,30201,유니월드이엔지,100
2601164,3100115435,14419,(주)태성에프엘,100
2601645,3100107080,29169,평선기계산업(주),100
2602059,3100108920,46419,(주)제이에이치비,100
2602103,3100111506,10301,(주)진미,100
2602312,3100117667,26299,주식회사쎄이미지,100
2602327,3100118372,26310,(주)엔탑씨엔씨,100
2602342,3100118201,26120,(주)제이앤에스시스템,100
2602374,3100115833,33999,(주)동성산업,100
2602381,3100115842,29271,한시스템,100
2602382,3100115843,46105,홍원물산,100
2602383,3100115617,90110,(주)아시안브릿지 미디어,100
2602387,3100115625,13221,오케이텍스주식회사,100
2602394,3100117409,30310,(주)글로벌동림,100
2602410,3100117736,28201,(주)에스에너지,100
2602413,3100117860,45110,(주)푸른자동차,100
2602854,3100013219,13994,(주)일신핫퓨젼,100
2603463,3100109989,27199,(주)소야그린텍,100
2603698,3100117772,46105,(주)월든,100
2603728,3100117112,32099,(주)아이오스,100
2603755,3100116928,26529,키멘슨전자(주),100
2603773,3100116139,41225,옥산기공주식회사,100
2603789,3100118008,13229,(주)신진텍스,100
2604329,3100102076,46510,미래통상,100
2604805,3100109527,46622,(주)온스틸,100
2605079,3100117458,33999,(주)삼우기연,100
2605096,3100115876,46105,오토무역,100
2605103,3100116126,46105,동륭케미칼(주),100
2605139,3100116146,45211,(주)풍성상사,100
2606417,3100102718,41224,한라산업개발(주),100
2606495,3100115602,18121,(주)유영인더스트리,100
2606776,3100117478,46311,주지농산 주식회사,100
2606821,3100106003,20421,무림켐텍(주),100
2606978,3100020359,46741,(주)다통텍스타일,100
2607894,3100116650,46800,(주)오피스메카,100
2607933,3100116980,27191,(주)머티리얼솔루션테크놀로지,100
2607935,3100116983,28511,(주)케이 이 엠,100
2608003,3100113521,29119,(주)성우카트론,100
2608010,3100115439,26310,(주)한국액센,100
2608012,3100117516,59130,씨제이엔터테인먼트(주),100
2608027,3100110426,13221,아인텍스타일,100
2608065,6000093235,46800,(주)비즈솔가온,100
2608066,3100117148,29299,(주)토탈마린솔루션(TMS),100
2608082,6000173290,75994,(주)신우디텍,100
2608083,6000152662,26511,아이유,100
2608092,6000185426,13229,송설텍스,100
2608996,3100114053,28119,제이케이이엔지(주),100
2609324,3100116484,46431,주식회사 비룡 티앤씨,100
2609327,3100116769,46800,디엑스 텍스타일,100
2609333,3100116223,28909,(주) 삼전,100
2609340,3100116526,13999,(주)오광트레이딩,100
2609680,3100116538,13229,주식회사 대영섬유,100
2609691,3100116549,22250,(주)한국화성,100
2609703,3100118260,46105,솔텍필름 주식회사,100
2609730,3100117280,29230,한길기연,100
2609754,3100118170,29119,성도크레인스(주),100
2609775,3100117298,30310,맥스테크(주),100
2609781,3100117080,33999,에이테크산업,100
2609784,3100117084,26299,주식회사키플런스,100
2609786,3100117086,13221,세기텍스타일,100
2610048,3100003659,13224,(주)경인,100
2610087,3100101294,13310,(주)테크텍스,100
2610407,3100113618,26519,(주)달스코리아,100
2610545,3100108333,13224,(주)캬라반이에스,100
2610758,3100117101,27112,주식회사엠디코리아,100
2610768,3100116206,22211,(주)동진피에스피,100
2610855,6000375137,46721,스틸임펙스(주),100
2610963,3100118334,46105,에이스로지스틱(주),100
2610964,3100118109,46539,(주)케이엠중장비,100
2610971,3100115280,28511,세기산업,100
2611044,3100117131,13221,주식회사 준텍스,100
2611081,3100115631,26299,(주)대영콘덕터,100
2611114,3100117425,28519,비엔엑스코리아,100
2611129,3100116941,29119,대덕중공업(주),100
2611158,3100117654,29119,(주)제닉스오토메이션,100
2611160,3100117656,13221,(주)에니아텍스,100
2611193,3100116998,46105,근화무역,100
2611325,3100020592,29133,(주)혜인교역,100
2611910,3100113596,25119,서훈산업유한회사,100
2611933,3100115751,20423,(주)바론에스엘,100
2612156,3100117779,26120,캠존,100
2612157,3100117780,13999,성진물산,100
2612254,3100118018,25113,(주)유아산업,100
2612261,3100116006,26120,주식회사 대우아이에스,100
2612288,3100116590,25991,쿡웰,100
2612291,3100116596,30310,제이와이코리아,100
2612303,3100118401,29250,이지엠,100
2612306,3100115576,46800,화인무역,100
2612308,3100115347,26120,윈스타테크(주),100
2612314,3100115129,61210,(주)덕양전설,100
2612315,3100115395,26120,(주)더맵,100
2612384,3100116918,68111,(주)대건글로벌,100
2612433,3100116503,27191,(주)에스.피.엠,100
2612446,3100117758,46800,(주)세훈,100
2612591,6000141989,28410,삼성엘이디(주),100
2612608,3100115949,28422,디지털사인,100
2613563,3100117389,29150,(주)터보링크,100
2613573,3100117937,46311,일출봉제주청정광어영어조합법인,100
2613574,3100117938,10712,주식회사진풍식품,100
2613585,3100117999,14199,(주)성원무역,100
2613609,3100116416,26310,(주)피씨뱅크이십일,100
2613619,3100118226,26299,(주)삼영테크놀로지,100
2613644,3100116422,20499,나노테크(주),100
2613678,3100117644,59111,(주)영구아트,100
2613679,3100117645,26120,엠앤비티(주),100
2613699,3100115738,29119,대우용접장비산업(주),100
2613724,3100117821,96999,비젼아이트,100
2613772,3100118278,22221,(주)지앤티,100
2613780,3100115268,24211,청수정밀주식회사,100
2613805,3100117041,26299,휴먼일렉스(주),100
2613808,3100117044,45110,바다(주),100
2613812,3100117048,22211,(주)팝텍,100
2613825,3100118185,46521,(주)우성엔터프라이즈,100
2613826,3100118186,29271,에스아이엠,100
2613842,3100117052,20111,이엔제이,100
2613874,6000158727,22211,(주)유엔아이,100
2613929,6000364057,46742,문스타텍스,100
2614003,3100025169,46742,정한통상(주),100
2614183,3100010811,46800,(주)대진이십일,100
2614803,3100112658,46332,(주) 오케이에프,100
2614989,3100118075,14199,(주)에스앤영,100
2614992,3100117865,13221,주식회사에스텍스,100
2615034,3100117880,46105,원트레이딩,100
2615039,3100118127,14199,(주)자다인,100
2615051,3100115091,46800,(주)피앤씨인더스트리,100
2615059,3100115150,26410,(주)에스티넷,100
2615060,3100115152,46691,SG ICOM,100
2615083,3100116566,10712,자연인삼,100
2615096,3100118290,13221,(주)부러더코리아픽쳐,100
2615097,3100118291,38302,(주)창명,100
2615113,3100116869,46800,테크노비전닷컴,100
2615179,3100113263,20421,(주)슈퍼테크라인,100
2615259,3100118341,26120,(주)엠네이션,100
2615328,6000149282,46799,(주)씨에프오,100
2615356,6000298792,10799,백양영농조합법인,100
2615699,3100026580,45120,(주)성진워드윈,100
2616331,3100116103,27191,(주)에스덴티,100
2616394,3100117554,24123,(주)미성스틸,100
2616411,3100118193,33999,동우기업(주),100
2616422,6000206592,13999,주식회사범진케이제이글로벌,100
2616460,3100105364,13229,(주)씨와이인터내셔날,100
2616528,6000293509,46721,(주) 유니메탈,100
2616826,6000236521,10799,삼해야마코(주),100
2617740,3100108858,24123,주식회사신한제강,100
2618060,3100001889,17210,(주)에스투,100
2618226,6000149055,26299,(주)크라또,100
2618472,3100022662,11209,튤립인터내셔널 주식회사,100
2618608,3100020059,30399,대량산업(주),100
2619337,6000201501,29271,(주)롤스,100
2619400,3100008474,13229,대광모드(자),100
2619402,3100021598,22229,(주)대진,100
2619412,6000149474,46741,(주)에이치피텍스타일,100
2619476,6000281122,20302,(주)유니언스,100
2620061,3100020675,29299,(주)오토엠아이티,100
2620477,6000157149,45120,엠아이트레이딩,100
2621626,6000156275,1420,(주)명성영농법인,100
2621629,6000151017,14191,주식회사 가염상사,100
2621630,6000161478,14199,(주)나이스모드,100
2621631,6000151779,13221,K M 상사,100
2621632,6000168402,3211,(주)남경수산,100
2621633,6000171989,22250,(주)다우오토텍,100
2621637,6000167941,46800,행운아트홈,100
2621638,6000164231,15129,(주)에스제이리소스,100
2621639,6000171819,46800,(주)스페스트랜,100
2621641,6000160360,46800,쿠니,100
2621646,6000160478,45120,스카이무역,100
2621647,6000163771,13221,비케이투티엘에스(주),100
2623290,6000168957,46105,담우리유기농영농조합법인,100
2623291,6000157177,46721,나이스개발(주),100
2623293,6000160401,13221,네스티비,100
2623294,6000156235,14199,(주)동방피앤디,100
2623297,6000160540,33999,꿈이있는세상주식회사,100
2623298,6000163792,46800,씨씨에스해운(주),100
2623299,6000160550,58211,엘비에이치일렉트닉스코리아,100
2623300,6000175013,13999,진연코리아,100
2623301,6000153319,46799,코엠비,100
2623302,6000169837,26120,(주)예택애드앤엘이디,100
2623308,6000189368,33999,(주)디오비젼플러스,100
2623309,6000182368,20111,서울삼진,100
2623310,6000203484,10219,선양,100
2624962,6000189757,25912,(주)디에이치에프,100
2624964,6000184001,13221,(주) 태영어패럴,100
2624966,6000202335,30310,(주)킹텍,100
2624967,6000181968,29230,무송주식회사,100
2624968,6000184243,13221,스타텍스주식회사,100
2624971,6000184732,46311,OK 물산주식회사,100
2624973,6000181992,26410,(주)엔바이오시스,100
2624974,6000202952,46411,동경통상,100
2624975,6000190330,59120,(주)케이본,100
2624978,6000202273,13229,성보어패럴(주),100
2624981,6000202252,33999,(주)엔비케이씨엔에이,100
2624982,6000201963,46799,기선무역,100
2625050,3100113455,29199,(주)지에스에이,100
2626637,6000209063,28121,(주)세이전자,100
2626639,6000150349,26120,(주)뷰플러스테크,100
2626642,6000160568,46411,CH international,100
